 Stg  TypeStg      Time/Vol   TotReturnSI     LayerSI01     LayerSI02     LayerSI03      WellSI01      WellSI02      WellSI03        Wprd01        Wprd02        Wprd03        Temp01        Temp02        Temp03
   4        3       73.8796       50.6884       56.4975       75.1904       47.9469       50.6884       49.5494       47.9469        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       73.9796       50.6018       56.4046       75.0868       47.8626       50.6018       49.4640       47.8626        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.0796       50.5154       56.3120       74.9834       47.7785       50.5154       49.3788       47.7785        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.1796       50.4292       56.2195       74.8802       47.6947       50.4292       49.2938       47.6947        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.2796       50.3432       56.1273       74.7772       47.6110       50.3432       49.2090       47.6110        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.3796       50.2574       56.0353       74.6744       47.5276       50.2574       49.1245       47.5276        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.4796       50.1718       55.9435       74.5718       47.4444       50.1718       49.0401       47.4444        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.5796       50.0864       55.8519       74.4694       47.3614       50.0864       48.9559       47.3614        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.6796       50.0013       55.7605       74.3671       47.2786       50.0013       48.8720       47.2786        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.7796       49.9163       55.6694       74.2651       47.1960       49.9163       48.7883       47.1960        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.8796       49.8316       55.5785       74.1633       47.1136       49.8316       48.7047       47.1136        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       74.9796       49.7470       55.4878       74.0616       47.0314       49.7470       48.6214       47.0314        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.0796       49.6627       55.3973       73.9602       46.9494       49.6627       48.5383       46.9494        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.1796       49.5786       55.3070       73.8589       46.8676       49.5786       48.4554       46.8676        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.2796       49.4947       55.2170       73.7579       46.7861       49.4947       48.3727       46.7861        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.3796       49.4110       55.1271       73.6570       46.7047       49.4110       48.2901       46.7047        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.4796       49.3274       55.0375       73.5563       46.6236       49.3274       48.2078       46.6236        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.5796       49.2441       54.9481       73.4558       46.5426       49.2441       48.1257       46.5426        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.6796       49.1610       54.8589       73.3555       46.4618       49.1610       48.0438       46.4618        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.7796       49.0781       54.7699       73.2554       46.3813       49.0781       47.9621       46.3813        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.8796       48.9954       54.6811       73.1555       46.3009       48.9954       47.8806       46.3009        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       75.9796       48.9130       54.5925       73.0558       46.2208       48.9130       47.7993       46.2208        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.0796       48.8307       54.5041       72.9563       46.1408       48.8307       47.7182       46.1408        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.1796       48.7486       54.4160       72.8569       46.0611       48.7486       47.6373       46.0611        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.2796       48.6667       54.3280       72.7578       45.9815       48.6667       47.5566       45.9815        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.3796       48.5850       54.2403       72.6588       45.9022       48.5850       47.4761       45.9022        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.4796       48.5035       54.1528       72.5601       45.8230       48.5035       47.3958       45.8230        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.5796       48.4222       54.0654       72.4615       45.7440       48.4222       47.3157       45.7440        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.6796       48.3411       53.9783       72.3631       45.6653       48.3411       47.2357       45.6653        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.7796       48.2602       53.8914       72.2649       45.5867       48.2602       47.1560       45.5867        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.8796       48.1795       53.8047       72.1668       45.5083       48.1795       47.0765       45.5083        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       76.9796       48.0989       53.7182       72.0690       45.4301       48.0989       46.9971       45.4301        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.0796       48.0186       53.6319       71.9714       45.3521       48.0186       46.9180       45.3521        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.1796       47.9385       53.5458       71.8739       45.2744       47.9385       46.8390       45.2744        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.2796       47.8586       53.4599       71.7766       45.1967       47.8586       46.7603       45.1967        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.3796       47.7788       53.3742       71.6795       45.1193       47.7788       46.6817       45.1193        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.4796       47.6993       53.2887       71.5826       45.0421       47.6993       46.6033       45.0421        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.5796       47.6199       53.2034       71.4859       44.9651       47.6199       46.5251       44.9651        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.6796       47.5408       53.1183       71.3893       44.8882       47.5408       46.4471       44.8882        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.7796       47.4618       53.0334       71.2930       44.8116       47.4618       46.3693       44.8116        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.8796       47.3830       52.9487       71.1968       44.7351       47.3830       46.2917       44.7351        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       77.9796       47.3044       52.8642       71.1008       44.6589       47.3044       46.2143       44.6589        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.0796       47.2260       52.7799       71.0050       44.5828       47.2260       46.1370       44.5828        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.1796       47.1478       52.6958       70.9094       44.5069       47.1478       46.0600       44.5069        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.2796       47.0698       52.6119       70.8139       44.4312       47.0698       45.9831       44.4312        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.3796       46.9920       52.5282       70.7186       44.3556       46.9919       45.9064       44.3556        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.4796       46.9143       52.4447       70.6236       44.2803       46.9143       45.8299       44.2803        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.5796       46.8368       52.3614       70.5286       44.2052       46.8368       45.7536       44.2052        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.6796       46.7596       52.2782       70.4339       44.1302       46.7596       45.6775       44.1302        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.7796       46.6825       52.1953       70.3394       44.0554       46.6825       45.6015       44.0554        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.8796       46.6056       52.1126       70.2450       43.9808       46.6056       45.5258       43.9808        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       78.9796       46.5288       52.0300       70.1508       43.9064       46.5288       45.4502       43.9064        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.0796       46.4523       51.9477       70.0568       43.8321       46.4523       45.3748       43.8321        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.1796       46.3759       51.8655       69.9630       43.7581       46.3759       45.2996       43.7581        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.2796       46.2998       51.7835       69.8693       43.6842       46.2998       45.2245       43.6842        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.3796       46.2238       51.7018       69.7758       43.6105       46.2238       45.1497       43.6105        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.4796       46.1480       51.6202       69.6825       43.5370       46.1480       45.0750       43.5370        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.5796       46.0723       51.5388       69.5894       43.4637       46.0723       45.0005       43.4637        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.6796       45.9969       51.4576       69.4965       43.3905       45.9969       44.9262       43.3905        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.7796       45.9216       51.3765       69.4037       43.3176       45.9216       44.8520       43.3176        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.8796       45.8465       51.2957       69.3111       43.2448       45.8465       44.7781       43.2448        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       79.9796       45.7716       51.2150       69.2187       43.1721       45.7716       44.7043       43.1721        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.0796       45.6969       51.1346       69.1264       43.0997       45.6969       44.6307       43.0997        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.1796       45.6223       51.0543       69.0344       43.0274       45.6223       44.5573       43.0274        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.2796       45.5480       50.9742       68.9425       42.9553       45.5480       44.4840       42.9553        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.3796       45.4738       50.8943       68.8507       42.8834       45.4738       44.4109       42.8834        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.4796       45.3997       50.8146       68.7592       42.8117       45.3998       44.3380       42.8117        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.5796       45.3259       50.7351       68.6678       42.7401       45.3259       44.2653       42.7401        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.6796       45.2522       50.6557       68.5766       42.6687       45.2522       44.1927       42.6687        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.7796       45.1787       50.5765       68.4856       42.5975       45.1787       44.1203       42.5975        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.8796       45.1054       50.4976       68.3947       42.5265       45.1054       44.0481       42.5265        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       80.9796       45.0323       50.4188       68.3040       42.4556       45.0323       43.9761       42.4556        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.0796       44.9593       50.3401       68.2135       42.3849       44.9593       43.9042       42.3849        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.1796       44.8865       50.2617       68.1231       42.3144       44.8865       43.8325       42.3144        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.2796       44.8139       50.1834       68.0330       42.2440       44.8139       43.7610       42.2440        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.3796       44.7414       50.1054       67.9430       42.1738       44.7414       43.6897       42.1738        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.4796       44.6691       50.0275       67.8531       42.1038       44.6691       43.6185       42.1038        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.5796       44.5970       49.9497       67.7635       42.0340       44.5970       43.5475       42.0340        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.6796       44.5251       49.8722       67.6740       41.9643       44.5251       43.4766       41.9643        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.7796       44.4533       49.7948       67.5846       41.8948       44.4533       43.4059       41.8948        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.8796       44.3817       49.7176       67.4955       41.8254       44.3817       43.3354       41.8254        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       81.9796       44.3102       49.6406       67.4065       41.7562       44.3102       43.2651       41.7562        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.0796       44.2390       49.5638       67.3176       41.6872       44.2390       43.1949       41.6872        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.1796       44.1679       49.4871       67.2290       41.6184       44.1679       43.1249       41.6184        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.2796       44.0969       49.4106       67.1405       41.5497       44.0969       43.0550       41.5497        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.3796       44.0262       49.3343       67.0521       41.4812       44.0262       42.9854       41.4812        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.4796       43.9556       49.2582       66.9640       41.4128       43.9556       42.9158       41.4128        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.5796       43.8851       49.1822       66.8760       41.3447       43.8851       42.8465       41.3447        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.6796       43.8149       49.1065       66.7882       41.2766       43.8149       42.7773       41.2766        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.7796       43.7448       49.0308       66.7005       41.2088       43.7448       42.7083       41.2088        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.8796       43.6748       48.9554       66.6130       41.1411       43.6748       42.6394       41.1411        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       82.9796       43.6051       48.8801       66.5257       41.0735       43.6051       42.5707       41.0735        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.0796       43.5354       48.8050       66.4385       41.0062       43.5354       42.5022       41.0062        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.1796       43.4660       48.7301       66.3515       40.9390       43.4660       42.4338       40.9390        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.2796       43.3967       48.6554       66.2646       40.8719       43.3967       42.3656       40.8719        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.3796       43.3276       48.5808       66.1779       40.8050       43.3276       42.2976       40.8050        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.4796       43.2586       48.5063       66.0914       40.7383       43.2586       42.2297       40.7383        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.5796       43.1898       48.4321       66.0051       40.6717       43.1898       42.1619       40.6717        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.6796       43.1212       48.3580       65.9189       40.6053       43.1212       42.0944       40.6053        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.7796       43.0527       48.2841       65.8328       40.5391       43.0527       42.0269       40.5391        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.8796       42.9844       48.2104       65.7470       40.4730       42.9844       41.9597       40.4730        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       83.9796       42.9162       48.1368       65.6612       40.4071       42.9162       41.8926       40.4071        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.0796       42.8482       48.0634       65.5757       40.3413       42.8482       41.8257       40.3413        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.1796       42.7804       47.9901       65.4903       40.2757       42.7804       41.7589       40.2757        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.2796       42.7127       47.9171       65.4051       40.2102       42.7127       41.6922       40.2102        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.3796       42.6452       47.8442       65.3200       40.1449       42.6452       41.6258       40.1449        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.4796       42.5778       47.7714       65.2351       40.0797       42.5778       41.5595       40.0797        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.5796       42.5106       47.6988       65.1503       40.0147       42.5106       41.4933       40.0147        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.6796       42.4435       47.6264       65.0657       39.9499       42.4435       41.4273       39.9499        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.7796       42.3766       47.5541       64.9813       39.8852       42.3766       41.3614       39.8852        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.8796       42.3099       47.4821       64.8970       39.8207       42.3099       41.2957       39.8207        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       84.9796       42.2433       47.4101       64.8129       39.7563       42.2433       41.2302       39.7563        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.0796       42.1769       47.3384       64.7289       39.6920       42.1769       41.1648       39.6920        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.1796       42.1106       47.2668       64.6451       39.6280       42.1106       41.0996       39.6280        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.2796       42.0444       47.1953       64.5615       39.5640       42.0444       41.0345       39.5640        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.3796       41.9785       47.1240       64.4780       39.5003       41.9785       40.9695       39.5003        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.4796       41.9126       47.0529       64.3946       39.4366       41.9126       40.9047       39.4366        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.5796       41.8470       46.9819       64.3114       39.3732       41.8470       40.8401       39.3732        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.6796       41.7814       46.9111       64.2284       39.3098       41.7814       40.7756       39.3098        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.7796       41.7161       46.8405       64.1455       39.2467       41.7161       40.7113       39.2467        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.8796       41.6509       46.7700       64.0628       39.1836       41.6509       40.6471       39.1836        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       85.9796       41.5858       46.6997       63.9802       39.1207       41.5858       40.5831       39.1207        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.0796       41.5209       46.6295       63.8978       39.0580       41.5209       40.5192       39.0580        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.1796       41.4561       46.5595       63.8156       38.9954       41.4561       40.4554       38.9954        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.2796       41.3915       46.4896       63.7334       38.9330       41.3915       40.3918       38.9330        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.3796       41.3270       46.4199       63.6515       38.8707       41.3270       40.3284       38.8707        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.4796       41.2627       46.3504       63.5697       38.8086       41.2627       40.2651       38.8086        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.5796       41.1985       46.2810       63.4880       38.7466       41.1985       40.2020       38.7466        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.6796       41.1345       46.2118       63.4065       38.6847       41.1345       40.1389       38.6847        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.7796       41.0706       46.1427       63.3252       38.6230       41.0706       40.0761       38.6230        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.8796       41.0069       46.0737       63.2440       38.5615       41.0069       40.0134       38.5615        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       86.9796       40.9433       46.0050       63.1630       38.5000       40.9433       39.9508       38.5000        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.0796       40.8798       45.9364       63.0821       38.4388       40.8798       39.8884       38.4388        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.1796       40.8166       45.8679       63.0013       38.3776       40.8166       39.8261       38.3776        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.2796       40.7534       45.7996       62.9207       38.3167       40.7534       39.7640       38.3167        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.3796       40.6904       45.7314       62.8403       38.2558       40.6904       39.7020       38.2558        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.4796       40.6275       45.6634       62.7600       38.1951       40.6275       39.6401       38.1951        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.5796       40.5648       45.5955       62.6798       38.1346       40.5648       39.5784       38.1346        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.6796       40.5022       45.5278       62.5998       38.0741       40.5022       39.5168       38.0741        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.7796       40.4398       45.4603       62.5200       38.0139       40.4398       39.4554       38.0139        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.8796       40.3775       45.3929       62.4403       37.9537       40.3775       39.3941       37.9537        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       87.9796       40.3154       45.3256       62.3607       37.8937       40.3154       39.3330       37.8937        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.0796       40.2534       45.2585       62.2813       37.8339       40.2534       39.2720       37.8339        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.1796       40.1915       45.1915       62.2020       37.7742       40.1915       39.2111       37.7742        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.2796       40.1298       45.1247       62.1229       37.7146       40.1298       39.1504       37.7146        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.3796       40.0682       45.0580       62.0440       37.6551       40.0682       39.0898       37.6551        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.4796       40.0067       44.9915       61.9651       37.5958       40.0067       39.0293       37.5958        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.5796       39.9454       44.9252       61.8865       37.5367       39.9454       38.9690       37.5367        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.6796       39.8843       44.8589       61.8079       37.4777       39.8843       38.9089       37.4777        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.7796       39.8232       44.7929       61.7295       37.4188       39.8232       38.8488       37.4188        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.8796       39.7624       44.7269       61.6513       37.3600       39.7624       38.7889       37.3600        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       88.9796       39.7016       44.6611       61.5732       37.3014       39.7016       38.7292       37.3014        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.0796       39.6410       44.5955       61.4953       37.2429       39.6410       38.6695       37.2429        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.1796       39.5805       44.5300       61.4174       37.1846       39.5805       38.6100       37.1846        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.2796       39.5202       44.4646       61.3398       37.1264       39.5202       38.5507       37.1264        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.3796       39.4600       44.3994       61.2623       37.0683       39.4600       38.4915       37.0683        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.4796       39.3999       44.3344       61.1849       37.0104       39.3999       38.4324       37.0104        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.5796       39.3400       44.2694       61.1076       36.9525       39.3400       38.3734       36.9525        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.6796       39.2802       44.2047       61.0305       36.8949       39.2802       38.3146       36.8949        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.7796       39.2205       44.1400       60.9536       36.8373       39.2205       38.2559       36.8373        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.8796       39.1610       44.0755       60.8768       36.7799       39.1610       38.1974       36.7799        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       89.9796       39.1016       44.0112       60.8001       36.7227       39.1016       38.1390       36.7227        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.0796       39.0424       43.9470       60.7236       36.6655       39.0424       38.0807       36.6655        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.1796       38.9832       43.8829       60.6472       36.6085       38.9832       38.0225       36.6085        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.2796       38.9243       43.8189       60.5709       36.5516       38.9243       37.9645       36.5516        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.3796       38.8654       43.7552       60.4948       36.4949       38.8654       37.9066       36.4949        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.4796       38.8067       43.6915       60.4189       36.4382       38.8067       37.8489       36.4382        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.5796       38.7481       43.6280       60.3430       36.3818       38.7481       37.7912       36.3818        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.6796       38.6896       43.5646       60.2673       36.3254       38.6896       37.7337       36.3254        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.7796       38.6313       43.5014       60.1918       36.2692       38.6313       37.6764       36.2692        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.8796       38.5731       43.4383       60.1164       36.2131       38.5731       37.6191       36.2131        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       90.9796       38.5150       43.3753       60.0411       36.1571       38.5150       37.5620       36.1571        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.0796       38.4571       43.3125       59.9660       36.1012       38.4571       37.5051       36.1012        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.1796       38.3993       43.2498       59.8910       36.0455       38.3993       37.4482       36.0455        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.2796       38.3416       43.1872       59.8161       35.9899       38.3416       37.3915       35.9899        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.3796       38.2841       43.1248       59.7414       35.9345       38.2841       37.3349       35.9345        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.4796       38.2266       43.0625       59.6668       35.8791       38.2266       37.2784       35.8791        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.5796       38.1693       43.0004       59.5923       35.8239       38.1693       37.2221       35.8239        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.6796       38.1122       42.9384       59.5180       35.7689       38.1122       37.1659       35.7689        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.7796       38.0551       42.8765       59.4438       35.7139       38.0551       37.1098       35.7139        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.8796       37.9982       42.8148       59.3698       35.6591       37.9982       37.0538       35.6591        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       91.9796       37.9414       42.7532       59.2959       35.6044       37.9414       36.9980       35.6044        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       92.0796       37.8848       42.6917       59.2221       35.5498       37.8848       36.9423       35.5498        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       92.1796       37.8283       42.6303       59.1485       35.4953       37.8283       36.8867       35.4953        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
   4        3       92.2796       37.7719       42.5691       59.0750       35.4410       37.7719       36.8312       35.4410        1.0000        0.8361        0.7869      110.9996      110.9995      111.0000
